"","Municipal","County","State","Region","Year","No.Unemployed.Avg","No.Employed.Avg","No.Labor.Avg"
"7282","Shrewsbury","Worcester County County","MA","Shrewsbury",2012,1022,17132,18154
"7283","Shutesbury","Franklin County County","MA","Shutesbury",1990,24,876,900
"7284","Shutesbury","Franklin County County","MA","Shutesbury",1991,55,904,959
"7285","Shutesbury","Franklin County County","MA","Shutesbury",1992,54,888,942
"7286","Shutesbury","Franklin County County","MA","Shutesbury",1993,34,918,952
"7287","Shutesbury","Franklin County County","MA","Shutesbury",1994,31,934,965
"7288","Shutesbury","Franklin County County","MA","Shutesbury",1995,26,951,977
"7289","Shutesbury","Franklin County County","MA","Shutesbury",1996,32,961,993
"7290","Shutesbury","Franklin County County","MA","Shutesbury",1997,32,984,1016
"7291","Shutesbury","Franklin County County","MA","Shutesbury",1998,17,998,1015
"7292","Shutesbury","Franklin County County","MA","Shutesbury",1999,19,1020,1039
"7293","Shutesbury","Franklin County County","MA","Shutesbury",2000,21,1043,1064
"7294","Shutesbury","Franklin County County","MA","Shutesbury",2001,23,1072,1095
"7295","Shutesbury","Franklin County County","MA","Shutesbury",2002,31,1074,1105
"7296","Shutesbury","Franklin County County","MA","Shutesbury",2003,39,1087,1126
"7297","Shutesbury","Franklin County County","MA","Shutesbury",2004,38,1100,1138
"7298","Shutesbury","Franklin County County","MA","Shutesbury",2005,34,1102,1136
"7299","Shutesbury","Franklin County County","MA","Shutesbury",2006,37,1117,1154
"7300","Shutesbury","Franklin County County","MA","Shutesbury",2007,34,1113,1147
"7301","Shutesbury","Franklin County County","MA","Shutesbury",2008,44,1082,1126
"7302","Shutesbury","Franklin County County","MA","Shutesbury",2009,57,1045,1102
"7303","Shutesbury","Franklin County County","MA","Shutesbury",2010,62,981,1043
"7304","Shutesbury","Franklin County County","MA","Shutesbury",2011,50,991,1041
"7305","Shutesbury","Franklin County County","MA","Shutesbury",2012,48,1000,1048
"7306","Somerset","Bristol County County","MA","Somerset",1990,753,8944,9697
"7307","Somerset","Bristol County County","MA","Somerset",1991,1033,8584,9617
"7308","Somerset","Bristol County County","MA","Somerset",1992,1023,8574,9597
"7309","Somerset","Bristol County County","MA","Somerset",1993,1002,8707,9709
"7310","Somerset","Bristol County County","MA","Somerset",1994,773,8796,9569
"7311","Somerset","Bristol County County","MA","Somerset",1995,671,9027,9698
"7312","Somerset","Bristol County County","MA","Somerset",1996,664,9059,9723
"7313","Somerset","Bristol County County","MA","Somerset",1997,539,9205,9744
"7314","Somerset","Bristol County County","MA","Somerset",1998,383,9258,9641
"7315","Somerset","Bristol County County","MA","Somerset",1999,360,9382,9742
"7316","Somerset","Bristol County County","MA","Somerset",2000,340,9310,9650
"7317","Somerset","Bristol County County","MA","Somerset",2001,425,9286,9711
"7318","Somerset","Bristol County County","MA","Somerset",2002,544,9384,9928
"7319","Somerset","Bristol County County","MA","Somerset",2003,546,9441,9987
"7320","Somerset","Bristol County County","MA","Somerset",2004,563,9441,10004
"7321","Somerset","Bristol County County","MA","Somerset",2005,556,9446,10002
"7322","Somerset","Bristol County County","MA","Somerset",2006,576,9473,10049
"7323","Somerset","Bristol County County","MA","Somerset",2007,547,9414,9961
"7324","Somerset","Bristol County County","MA","Somerset",2008,660,9165,9825
"7325","Somerset","Bristol County County","MA","Somerset",2009,1018,8975,9993
"7326","Somerset","Bristol County County","MA","Somerset",2010,1036,8763,9799
"7327","Somerset","Bristol County County","MA","Somerset",2011,924,8827,9751
"7328","Somerset","Bristol County County","MA","Somerset",2012,887,8841,9728
"7329","Somerville","Middlesex County County","MA","Somerville",1990,2232,43162,45394
"7330","Somerville","Middlesex County County","MA","Somerville",1991,3145,40505,43650
"7331","Somerville","Middlesex County County","MA","Somerville",1992,3163,38907,42070
"7332","Somerville","Middlesex County County","MA","Somerville",1993,2659,38663,41322
"7333","Somerville","Middlesex County County","MA","Somerville",1994,2158,38571,40729
"7334","Somerville","Middlesex County County","MA","Somerville",1995,1789,42034,43823
"7335","Somerville","Middlesex County County","MA","Somerville",1996,1482,42694,44176
"7336","Somerville","Middlesex County County","MA","Somerville",1997,1325,43666,44991
"7337","Somerville","Middlesex County County","MA","Somerville",1998,1086,44133,45219
"7338","Somerville","Middlesex County County","MA","Somerville",1999,1043,44240,45283
"7339","Somerville","Middlesex County County","MA","Somerville",2000,951,47505,48456
"7340","Somerville","Middlesex County County","MA","Somerville",2001,1471,47120,48591
"7341","Somerville","Middlesex County County","MA","Somerville",2002,2147,46025,48172
"7342","Somerville","Middlesex County County","MA","Somerville",2003,2295,45031,47326
"7343","Somerville","Middlesex County County","MA","Somerville",2004,1882,44673,46555
"7344","Somerville","Middlesex County County","MA","Somerville",2005,1627,44677,46304
"7345","Somerville","Middlesex County County","MA","Somerville",2006,1597,44679,46276
"7346","Somerville","Middlesex County County","MA","Somerville",2007,1471,44905,46376
"7347","Somerville","Middlesex County County","MA","Somerville",2008,1799,44697,46496
"7348","Somerville","Middlesex County County","MA","Somerville",2009,2846,43502,46348
"7349","Somerville","Middlesex County County","MA","Somerville",2010,2858,43730,46588
"7350","Somerville","Middlesex County County","MA","Somerville",2011,2391,44361,46752
"7351","Somerville","Middlesex County County","MA","Somerville",2012,2135,44847,46982
"7352","South Hadley","Hampshire County County","MA","South Hadley",1990,476,8886,9362
"7353","South Hadley","Hampshire County County","MA","South Hadley",1991,666,8570,9236
"7354","South Hadley","Hampshire County County","MA","South Hadley",1992,681,8588,9269
"7355","South Hadley","Hampshire County County","MA","South Hadley",1993,577,8705,9282
"7356","South Hadley","Hampshire County County","MA","South Hadley",1994,526,8790,9316
"7357","South Hadley","Hampshire County County","MA","South Hadley",1995,470,8758,9228
"7358","South Hadley","Hampshire County County","MA","South Hadley",1996,335,8963,9298
"7359","South Hadley","Hampshire County County","MA","South Hadley",1997,291,9196,9487
"7360","South Hadley","Hampshire County County","MA","South Hadley",1998,262,9245,9507
"7361","South Hadley","Hampshire County County","MA","South Hadley",1999,235,9329,9564
"7362","South Hadley","Hampshire County County","MA","South Hadley",2000,225,9337,9562
"7363","South Hadley","Hampshire County County","MA","South Hadley",2001,283,9307,9590
"7364","South Hadley","Hampshire County County","MA","South Hadley",2002,380,9230,9610
"7365","South Hadley","Hampshire County County","MA","South Hadley",2003,452,9175,9627
"7366","South Hadley","Hampshire County County","MA","South Hadley",2004,423,9132,9555
"7367","South Hadley","Hampshire County County","MA","South Hadley",2005,403,9115,9518
"7368","South Hadley","Hampshire County County","MA","South Hadley",2006,394,9161,9555
"7369","South Hadley","Hampshire County County","MA","South Hadley",2007,369,9143,9512
"7370","South Hadley","Hampshire County County","MA","South Hadley",2008,440,9216,9656
"7371","South Hadley","Hampshire County County","MA","South Hadley",2009,655,8830,9485
"7372","South Hadley","Hampshire County County","MA","South Hadley",2010,680,8957,9637
"7373","South Hadley","Hampshire County County","MA","South Hadley",2011,610,8848,9458
"7374","South Hadley","Hampshire County County","MA","South Hadley",2012,572,8853,9425
"7375","Southampton","Hampshire County County","MA","Southampton",1990,131,2488,2619
"7376","Southampton","Hampshire County County","MA","Southampton",1991,208,2426,2634
"7377","Southampton","Hampshire County County","MA","Southampton",1992,203,2471,2674
"7378","Southampton","Hampshire County County","MA","Southampton",1993,193,2507,2700
"7379","Southampton","Hampshire County County","MA","Southampton",1994,174,2622,2796
"7380","Southampton","Hampshire County County","MA","Southampton",1995,146,2569,2715
"7381","Southampton","Hampshire County County","MA","Southampton",1996,111,2644,2755
"7382","Southampton","Hampshire County County","MA","Southampton",1997,94,2730,2824
"7383","Southampton","Hampshire County County","MA","Southampton",1998,93,2847,2940
"7384","Southampton","Hampshire County County","MA","Southampton",1999,95,2901,2996
"7385","Southampton","Hampshire County County","MA","Southampton",2000,69,3151,3220
"7386","Southampton","Hampshire County County","MA","Southampton",2001,95,3185,3280
"7387","Southampton","Hampshire County County","MA","Southampton",2002,125,3216,3341
"7388","Southampton","Hampshire County County","MA","Southampton",2003,151,3246,3397
"7389","Southampton","Hampshire County County","MA","Southampton",2004,150,3295,3445
"7390","Southampton","Hampshire County County","MA","Southampton",2005,136,3352,3488
"7391","Southampton","Hampshire County County","MA","Southampton",2006,128,3428,3556
"7392","Southampton","Hampshire County County","MA","Southampton",2007,137,3453,3590
"7393","Southampton","Hampshire County County","MA","Southampton",2008,152,3428,3580
"7394","Southampton","Hampshire County County","MA","Southampton",2009,224,3267,3491
"7395","Southampton","Hampshire County County","MA","Southampton",2010,228,3182,3410
"7396","Southampton","Hampshire County County","MA","Southampton",2011,194,3142,3336
"7397","Southampton","Hampshire County County","MA","Southampton",2012,181,3144,3325
"7398","Southborough","Worcester County County","MA","Southborough",1990,184,3632,3816
"7399","Southborough","Worcester County County","MA","Southborough",1991,216,3520,3736
"7400","Southborough","Worcester County County","MA","Southborough",1992,226,3572,3798
"7401","Southborough","Worcester County County","MA","Southborough",1993,199,3675,3874
"7402","Southborough","Worcester County County","MA","Southborough",1994,171,3890,4061
"7403","Southborough","Worcester County County","MA","Southborough",1995,157,3917,4074
"7404","Southborough","Worcester County County","MA","Southborough",1996,129,4054,4183
"7405","Southborough","Worcester County County","MA","Southborough",1997,104,4256,4360
"7406","Southborough","Worcester County County","MA","Southborough",1998,92,4421,4513
"7407","Southborough","Worcester County County","MA","Southborough",1999,95,4597,4692
"7408","Southborough","Worcester County County","MA","Southborough",2000,96,4467,4563
"7409","Southborough","Worcester County County","MA","Southborough",2001,155,4554,4709
"7410","Southborough","Worcester County County","MA","Southborough",2002,236,4544,4780
"7411","Southborough","Worcester County County","MA","Southborough",2003,237,4569,4806
"7412","Southborough","Worcester County County","MA","Southborough",2004,185,4654,4839
"7413","Southborough","Worcester County County","MA","Southborough",2005,178,4731,4909
"7414","Southborough","Worcester County County","MA","Southborough",2006,175,4754,4929
"7415","Southborough","Worcester County County","MA","Southborough",2007,157,4779,4936
"7416","Southborough","Worcester County County","MA","Southborough",2008,183,4873,5056
"7417","Southborough","Worcester County County","MA","Southborough",2009,299,4710,5009
"7418","Southborough","Worcester County County","MA","Southborough",2010,322,4688,5010
"7419","Southborough","Worcester County County","MA","Southborough",2011,242,4700,4942
"7420","Southborough","Worcester County County","MA","Southborough",2012,241,4743,4984
"7421","Southbridge","Worcester County County","MA","Southbridge",1990,681,8076,8757
"7422","Southbridge","Worcester County County","MA","Southbridge",1991,1014,7600,8614
"7423","Southbridge","Worcester County County","MA","Southbridge",1992,984,7209,8193
"7424","Southbridge","Worcester County County","MA","Southbridge",1993,860,7282,8142
"7425","Southbridge","Worcester County County","MA","Southbridge",1994,552,7309,7861
"7426","Southbridge","Worcester County County","MA","Southbridge",1995,532,7909,8441
"7427","Southbridge","Worcester County County","MA","Southbridge",1996,455,7997,8452
"7428","Southbridge","Worcester County County","MA","Southbridge",1997,375,8166,8541
"7429","Southbridge","Worcester County County","MA","Southbridge",1998,368,8236,8604
"7430","Southbridge","Worcester County County","MA","Southbridge",1999,316,8169,8485
