"","Municipal","County","State","Region","C_year","Period","Unemployment Rate","Number of Unemployed","Number of Employed","Number in Labor Force"
"20661","Concord","Middlesex","MA","N/A","1997","Annual Average",1.7,151,8801,8952
"20674","Concord","Middlesex","MA","N/A","1998","Annual Average",1.6,141,8885,9026
"20687","Concord","Middlesex","MA","N/A","1999","Annual Average",1.6,142,8966,9108
"20700","Concord","Middlesex","MA","N/A","2000","Annual Average",1.9,152,7712,7864
"20713","Concord","Middlesex","MA","N/A","2001","Annual Average",2.9,231,7663,7894
"20726","Concord","Middlesex","MA","N/A","2002","Annual Average",4.4,346,7508,7854
"20739","Concord","Middlesex","MA","N/A","2003","Annual Average",4.5,346,7384,7730
"20752","Concord","Middlesex","MA","N/A","2004","Annual Average",4,304,7390,7694
"20765","Concord","Middlesex","MA","N/A","2005","Annual Average",3.6,275,7431,7706
"20778","Concord","Middlesex","MA","N/A","2006","Annual Average",3.3,261,7712,7973
"20791","Concord","Middlesex","MA","N/A","2007","Annual Average",2.9,233,7682,7915
"20804","Concord","Middlesex","MA","N/A","2008","Annual Average",3.8,300,7672,7972
"20817","Concord","Middlesex","MA","N/A","2009","Annual Average",5.8,460,7405,7865
"20830","Concord","Middlesex","MA","N/A","2010","Annual Average",5.8,463,7554,8017
"20843","Concord","Middlesex","MA","N/A","2011","Annual Average",4.8,389,7658,8047
"20856","Concord","Middlesex","MA","N/A","2012","Annual Average",4.7,385,7742,8127
"20877","Conway","Franklin","MA","N/A","1990","Annual Average",5.2,46,836,882
"20890","Conway","Franklin","MA","N/A","1991","Annual Average",6.3,56,835,891
"20903","Conway","Franklin","MA","N/A","1992","Annual Average",7.9,71,828,899
"20916","Conway","Franklin","MA","N/A","1993","Annual Average",5.5,50,864,914
"20929","Conway","Franklin","MA","N/A","1994","Annual Average",3.7,36,928,964
"20942","Conway","Franklin","MA","N/A","1995","Annual Average",3.9,36,892,928
"20955","Conway","Franklin","MA","N/A","1996","Annual Average",2.9,27,903,930
"20968","Conway","Franklin","MA","N/A","1997","Annual Average",2.4,23,925,948
"20981","Conway","Franklin","MA","N/A","1998","Annual Average",2.3,22,946,968
"20994","Conway","Franklin","MA","N/A","1999","Annual Average",3,30,972,1002
"21007","Conway","Franklin","MA","N/A","2000","Annual Average",1.9,21,1095,1116
"21020","Conway","Franklin","MA","N/A","2001","Annual Average",2.5,28,1112,1140
"21033","Conway","Franklin","MA","N/A","2002","Annual Average",2.6,30,1119,1149
"21046","Conway","Franklin","MA","N/A","2003","Annual Average",3.4,39,1114,1153
"21059","Conway","Franklin","MA","N/A","2004","Annual Average",3.1,36,1118,1154
"21072","Conway","Franklin","MA","N/A","2005","Annual Average",3.2,37,1132,1169
"21085","Conway","Franklin","MA","N/A","2006","Annual Average",3.2,38,1136,1174
"21098","Conway","Franklin","MA","N/A","2007","Annual Average",2.8,32,1130,1162
"21111","Conway","Franklin","MA","N/A","2008","Annual Average",3.4,40,1127,1167
"21124","Conway","Franklin","MA","N/A","2009","Annual Average",4.9,56,1076,1132
"21137","Conway","Franklin","MA","N/A","2010","Annual Average",5.4,62,1079,1141
"21150","Conway","Franklin","MA","N/A","2011","Annual Average",5.1,58,1071,1129
"21163","Conway","Franklin","MA","N/A","2012","Annual Average",3.9,44,1072,1116
"21184","Cummington","Hampshire","MA","N/A","1990","Annual Average",6.7,32,448,480
"21197","Cummington","Hampshire","MA","N/A","1991","Annual Average",11.2,53,422,475
"21210","Cummington","Hampshire","MA","N/A","1992","Annual Average",12.5,68,475,543
"21223","Cummington","Hampshire","MA","N/A","1993","Annual Average",8.5,45,485,530
"21236","Cummington","Hampshire","MA","N/A","1994","Annual Average",7,39,517,556
"21249","Cummington","Hampshire","MA","N/A","1995","Annual Average",5.1,28,521,549
"21262","Cummington","Hampshire","MA","N/A","1996","Annual Average",5.6,30,505,535
"21275","Cummington","Hampshire","MA","N/A","1997","Annual Average",4.5,24,508,532
"21288","Cummington","Hampshire","MA","N/A","1998","Annual Average",2.9,16,531,547
"21301","Cummington","Hampshire","MA","N/A","1999","Annual Average",3.2,19,574,593
"21314","Cummington","Hampshire","MA","N/A","2000","Annual Average",2.5,13,499,512
"21327","Cummington","Hampshire","MA","N/A","2001","Annual Average",3.5,18,499,517
"21340","Cummington","Hampshire","MA","N/A","2002","Annual Average",5.2,27,496,523
"21353","Cummington","Hampshire","MA","N/A","2003","Annual Average",5.5,29,496,525
"21366","Cummington","Hampshire","MA","N/A","2004","Annual Average",5.7,30,497,527
"21379","Cummington","Hampshire","MA","N/A","2005","Annual Average",5.5,29,496,525
"21392","Cummington","Hampshire","MA","N/A","2006","Annual Average",6.8,36,497,533
"21405","Cummington","Hampshire","MA","N/A","2007","Annual Average",5.2,27,494,521
"21418","Cummington","Hampshire","MA","N/A","2008","Annual Average",6.2,32,484,516
"21431","Cummington","Hampshire","MA","N/A","2009","Annual Average",8.5,43,465,508
"21444","Cummington","Hampshire","MA","N/A","2010","Annual Average",8.3,38,419,457
"21457","Cummington","Hampshire","MA","N/A","2011","Annual Average",8.4,38,414,452
"21470","Cummington","Hampshire","MA","N/A","2012","Annual Average",7.2,32,414,446
"21491","Dalton","Berkshire","MA","N/A","1990","Annual Average",5.1,189,3538,3727
"21504","Dalton","Berkshire","MA","N/A","1991","Annual Average",8.2,302,3386,3688
"21517","Dalton","Berkshire","MA","N/A","1992","Annual Average",9.4,348,3353,3701
"21530","Dalton","Berkshire","MA","N/A","1993","Annual Average",7.9,289,3358,3647
"21543","Dalton","Berkshire","MA","N/A","1994","Annual Average",6.7,238,3338,3576
"21556","Dalton","Berkshire","MA","N/A","1995","Annual Average",5,173,3256,3429
"21569","Dalton","Berkshire","MA","N/A","1996","Annual Average",4.4,152,3309,3461
"21582","Dalton","Berkshire","MA","N/A","1997","Annual Average",4.2,146,3333,3479
"21595","Dalton","Berkshire","MA","N/A","1998","Annual Average",3.6,125,3310,3435
"21608","Dalton","Berkshire","MA","N/A","1999","Annual Average",3.5,120,3311,3431
"21621","Dalton","Berkshire","MA","N/A","2000","Annual Average",2.4,89,3605,3694
"21634","Dalton","Berkshire","MA","N/A","2001","Annual Average",3.3,123,3591,3714
"21647","Dalton","Berkshire","MA","N/A","2002","Annual Average",4,151,3632,3783
"21660","Dalton","Berkshire","MA","N/A","2003","Annual Average",4.5,171,3604,3775
"21673","Dalton","Berkshire","MA","N/A","2004","Annual Average",3.9,145,3602,3747
"21686","Dalton","Berkshire","MA","N/A","2005","Annual Average",3.9,148,3646,3794
"21699","Dalton","Berkshire","MA","N/A","2006","Annual Average",3.9,149,3702,3851
"21712","Dalton","Berkshire","MA","N/A","2007","Annual Average",4,151,3670,3821
"21725","Dalton","Berkshire","MA","N/A","2008","Annual Average",4.4,170,3651,3821
"21738","Dalton","Berkshire","MA","N/A","2009","Annual Average",7.5,287,3527,3814
"21751","Dalton","Berkshire","MA","N/A","2010","Annual Average",7.6,290,3508,3798
"21764","Dalton","Berkshire","MA","N/A","2011","Annual Average",6.6,249,3539,3788
"21777","Dalton","Berkshire","MA","N/A","2012","Annual Average",6.4,240,3523,3763
"21798","Danvers","Essex","MA","N/A","1990","Annual Average",5.1,702,13101,13803
"21811","Danvers","Essex","MA","N/A","1991","Annual Average",6.9,946,12795,13741
"21824","Danvers","Essex","MA","N/A","1992","Annual Average",7.8,1067,12636,13703
"21837","Danvers","Essex","MA","N/A","1993","Annual Average",6.1,830,12783,13613
"21850","Danvers","Essex","MA","N/A","1994","Annual Average",4.6,627,13059,13686
"21863","Danvers","Essex","MA","N/A","1995","Annual Average",3.9,531,13041,13572
"21876","Danvers","Essex","MA","N/A","1996","Annual Average",3.1,426,13346,13772
"21889","Danvers","Essex","MA","N/A","1997","Annual Average",2.9,418,13790,14208
"21902","Danvers","Essex","MA","N/A","1998","Annual Average",2.7,398,14271,14669
"21915","Danvers","Essex","MA","N/A","1999","Annual Average",2.3,340,14509,14849
"21928","Danvers","Essex","MA","N/A","2000","Annual Average",2.2,296,13297,13593
"21941","Danvers","Essex","MA","N/A","2001","Annual Average",3.2,440,13348,13788
"21954","Danvers","Essex","MA","N/A","2002","Annual Average",4.7,648,13172,13820
"21967","Danvers","Essex","MA","N/A","2003","Annual Average",5.3,738,13094,13832
"21980","Danvers","Essex","MA","N/A","2004","Annual Average",5.1,696,13048,13744
"21993","Danvers","Essex","MA","N/A","2005","Annual Average",4.4,611,13379,13990
"22006","Danvers","Essex","MA","N/A","2006","Annual Average",4.3,601,13431,14032
"22019","Danvers","Essex","MA","N/A","2007","Annual Average",3.9,560,13953,14513
"22032","Danvers","Essex","MA","N/A","2008","Annual Average",4.8,702,13985,14687
"22045","Danvers","Essex","MA","N/A","2009","Annual Average",7.6,1133,13806,14939
"22058","Danvers","Essex","MA","N/A","2010","Annual Average",7.4,1071,13459,14530
"22071","Danvers","Essex","MA","N/A","2011","Annual Average",6.3,913,13612,14525
"22084","Danvers","Essex","MA","N/A","2012","Annual Average",6.1,895,13717,14612
"22105","Dartmouth","Bristol","MA","N/A","1990","Annual Average",8.2,1126,12676,13802
"22118","Dartmouth","Bristol","MA","N/A","1991","Annual Average",11.2,1541,12258,13799
"22131","Dartmouth","Bristol","MA","N/A","1992","Annual Average",10.9,1499,12245,13744
"22144","Dartmouth","Bristol","MA","N/A","1993","Annual Average",9.1,1272,12675,13947
"22157","Dartmouth","Bristol","MA","N/A","1994","Annual Average",8.5,1211,13013,14224
"22170","Dartmouth","Bristol","MA","N/A","1995","Annual Average",7.8,1080,12769,13849
"22183","Dartmouth","Bristol","MA","N/A","1996","Annual Average",7,963,12743,13706
"22196","Dartmouth","Bristol","MA","N/A","1997","Annual Average",6.3,878,13121,13999
"22209","Dartmouth","Bristol","MA","N/A","1998","Annual Average",5.1,735,13757,14492
"22222","Dartmouth","Bristol","MA","N/A","1999","Annual Average",4.5,658,13937,14595
"22235","Dartmouth","Bristol","MA","N/A","2000","Annual Average",3.5,544,14810,15354
"22248","Dartmouth","Bristol","MA","N/A","2001","Annual Average",4.2,633,14453,15086
"22261","Dartmouth","Bristol","MA","N/A","2002","Annual Average",5.2,810,14675,15485
"22274","Dartmouth","Bristol","MA","N/A","2003","Annual Average",6.1,933,14453,15386
"22287","Dartmouth","Bristol","MA","N/A","2004","Annual Average",5.6,867,14609,15476
"22300","Dartmouth","Bristol","MA","N/A","2005","Annual Average",5.6,882,14871,15753
"22313","Dartmouth","Bristol","MA","N/A","2006","Annual Average",5.3,852,15118,15970
"22326","Dartmouth","Bristol","MA","N/A","2007","Annual Average",5.5,875,15100,15975
"22339","Dartmouth","Bristol","MA","N/A","2008","Annual Average",6.4,1082,15955,17037
"22352","Dartmouth","Bristol","MA","N/A","2009","Annual Average",9.2,1592,15754,17346
"22365","Dartmouth","Bristol","MA","N/A","2010","Annual Average",9.9,1688,15357,17045
"22378","Dartmouth","Bristol","MA","N/A","2011","Annual Average",8.8,1504,15513,17017
"22391","Dartmouth","Bristol","MA","N/A","2012","Annual Average",8.1,1388,15696,17084
"22412","Dedham","Norfolk","MA","N/A","1990","Annual Average",5.1,661,12245,12906
"22425","Dedham","Norfolk","MA","N/A","1991","Annual Average",7.3,934,11821,12755
"22438","Dedham","Norfolk","MA","N/A","1992","Annual Average",7.9,1005,11705,12710
"22451","Dedham","Norfolk","MA","N/A","1993","Annual Average",6.8,863,11838,12701
"22464","Dedham","Norfolk","MA","N/A","1994","Annual Average",5.8,728,11901,12629
"22477","Dedham","Norfolk","MA","N/A","1995","Annual Average",3.6,615,16581,17196
"22490","Dedham","Norfolk","MA","N/A","1996","Annual Average",3.1,532,16854,17386
"22503","Dedham","Norfolk","MA","N/A","1997","Annual Average",3.9,510,12592,13102
"22516","Dedham","Norfolk","MA","N/A","1998","Annual Average",2.9,381,12714,13095
"22529","Dedham","Norfolk","MA","N/A","1999","Annual Average",2.5,332,12760,13092
"22542","Dedham","Norfolk","MA","N/A","2000","Annual Average",2.6,324,12139,12463
"22555","Dedham","Norfolk","MA","N/A","2001","Annual Average",3.3,411,12040,12451
"22568","Dedham","Norfolk","MA","N/A","2002","Annual Average",5,622,11791,12413
"22581","Dedham","Norfolk","MA","N/A","2003","Annual Average",5.3,651,11565,12216
"22594","Dedham","Norfolk","MA","N/A","2004","Annual Average",5.1,622,11573,12195
"22607","Dedham","Norfolk","MA","N/A","2005","Annual Average",4.3,538,11949,12487
"22620","Dedham","Norfolk","MA","N/A","2006","Annual Average",4.4,547,11867,12414
"22633","Dedham","Norfolk","MA","N/A","2007","Annual Average",3.9,503,12237,12740
"22646","Dedham","Norfolk","MA","N/A","2008","Annual Average",4.8,623,12356,12979
"22659","Dedham","Norfolk","MA","N/A","2009","Annual Average",7.5,960,11919,12879
"22672","Dedham","Norfolk","MA","N/A","2010","Annual Average",7.6,992,12059,13051
"22685","Dedham","Norfolk","MA","N/A","2011","Annual Average",6.3,824,12191,13015
"22698","Dedham","Norfolk","MA","N/A","2012","Annual Average",5.9,766,12325,13091
"22719","Deerfield","Franklin","MA","N/A","1990","Annual Average",3.7,111,2869,2980
"22732","Deerfield","Franklin","MA","N/A","1991","Annual Average",6,182,2835,3017
"22745","Deerfield","Franklin","MA","N/A","1992","Annual Average",6.5,193,2782,2975
"22758","Deerfield","Franklin","MA","N/A","1993","Annual Average",5.4,161,2805,2966
"22771","Deerfield","Franklin","MA","N/A","1994","Annual Average",5.1,158,2915,3073
"22784","Deerfield","Franklin","MA","N/A","1995","Annual Average",4.3,127,2847,2974
"22797","Deerfield","Franklin","MA","N/A","1996","Annual Average",3.2,94,2858,2952
"22810","Deerfield","Franklin","MA","N/A","1997","Annual Average",3.3,100,2922,3022
"22823","Deerfield","Franklin","MA","N/A","1998","Annual Average",2.8,89,3094,3183
"22836","Deerfield","Franklin","MA","N/A","1999","Annual Average",2.3,74,3144,3218
"22849","Deerfield","Franklin","MA","N/A","2000","Annual Average",2.4,66,2738,2804
"22862","Deerfield","Franklin","MA","N/A","2001","Annual Average",2.8,80,2748,2828
"22875","Deerfield","Franklin","MA","N/A","2002","Annual Average",3.8,109,2735,2844
"22888","Deerfield","Franklin","MA","N/A","2003","Annual Average",4.8,136,2700,2836
"22901","Deerfield","Franklin","MA","N/A","2004","Annual Average",3.7,103,2713,2816
"22914","Deerfield","Franklin","MA","N/A","2005","Annual Average",3.7,105,2716,2821
"22927","Deerfield","Franklin","MA","N/A","2006","Annual Average",4,114,2718,2832
"22940","Deerfield","Franklin","MA","N/A","2007","Annual Average",3.9,111,2711,2822
"22953","Deerfield","Franklin","MA","N/A","2008","Annual Average",4.3,120,2666,2786
"22966","Deerfield","Franklin","MA","N/A","2009","Annual Average",7.4,204,2537,2741
"22979","Deerfield","Franklin","MA","N/A","2010","Annual Average",6.6,197,2784,2981
"22992","Deerfield","Franklin","MA","N/A","2011","Annual Average",6,177,2763,2940
"23005","Deerfield","Franklin","MA","N/A","2012","Annual Average",5.9,172,2765,2937
"23026","Dennis","Barnstable","MA","N/A","1990","Annual Average",6,387,6027,6414
"23039","Dennis","Barnstable","MA","N/A","1991","Annual Average",9.6,607,5687,6294
"23052","Dennis","Barnstable","MA","N/A","1992","Annual Average",12.4,797,5609,6406
"23065","Dennis","Barnstable","MA","N/A","1993","Annual Average",10.1,641,5712,6353
"23078","Dennis","Barnstable","MA","N/A","1994","Annual Average",9.3,596,5817,6413
"23091","Dennis","Barnstable","MA","N/A","1995","Annual Average",7.4,488,6090,6578
"23104","Dennis","Barnstable","MA","N/A","1996","Annual Average",6.3,414,6208,6622
"23117","Dennis","Barnstable","MA","N/A","1997","Annual Average",6.1,405,6267,6672
"23130","Dennis","Barnstable","MA","N/A","1998","Annual Average",5.4,366,6362,6728
"23143","Dennis","Barnstable","MA","N/A","1999","Annual Average",5,342,6564,6906
"23156","Dennis","Barnstable","MA","N/A","2000","Annual Average",3.8,301,7543,7844
"23169","Dennis","Barnstable","MA","N/A","2001","Annual Average",4.3,337,7586,7923
"23182","Dennis","Barnstable","MA","N/A","2002","Annual Average",5.2,421,7693,8114
"23195","Dennis","Barnstable","MA","N/A","2003","Annual Average",5.8,483,7838,8321
"23208","Dennis","Barnstable","MA","N/A","2004","Annual Average",5.3,443,7881,8324
"23221","Dennis","Barnstable","MA","N/A","2005","Annual Average",5.4,447,7812,8259
"23234","Dennis","Barnstable","MA","N/A","2006","Annual Average",5.3,439,7788,8227
"23247","Dennis","Barnstable","MA","N/A","2007","Annual Average",5.2,424,7724,8148
"23260","Dennis","Barnstable","MA","N/A","2008","Annual Average",6.1,499,7653,8152
"23273","Dennis","Barnstable","MA","N/A","2009","Annual Average",8.8,723,7482,8205
"23286","Dennis","Barnstable","MA","N/A","2010","Annual Average",9.9,771,6985,7756
"23299","Dennis","Barnstable","MA","N/A","2011","Annual Average",8.5,649,6973,7622
"23312","Dennis","Barnstable","MA","N/A","2012","Annual Average",7.5,571,7090,7661
"23333","Dighton","Bristol","MA","N/A","1990","Annual Average",7,215,2858,3073
"23346","Dighton","Bristol","MA","N/A","1991","Annual Average",9.6,298,2793,3091
"23359","Dighton","Bristol","MA","N/A","1992","Annual Average",10.1,315,2809,3124
"23372","Dighton","Bristol","MA","N/A","1993","Annual Average",8.3,252,2782,3034
"23385","Dighton","Bristol","MA","N/A","1994","Annual Average",7.5,231,2859,3090
"23398","Dighton","Bristol","MA","N/A","1995","Annual Average",6.1,190,2926,3116
"23411","Dighton","Bristol","MA","N/A","1996","Annual Average",4.9,153,2990,3143
"23424","Dighton","Bristol","MA","N/A","1997","Annual Average",4.7,152,3070,3222
"23437","Dighton","Bristol","MA","N/A","1998","Annual Average",3.4,111,3113,3224
"23450","Dighton","Bristol","MA","N/A","1999","Annual Average",3.1,101,3162,3263
"23463","Dighton","Bristol","MA","N/A","2000","Annual Average",2.7,96,3406,3502
"23476","Dighton","Bristol","MA","N/A","2001","Annual Average",3.5,125,3453,3578
"23489","Dighton","Bristol","MA","N/A","2002","Annual Average",4.8,174,3488,3662
"23502","Dighton","Bristol","MA","N/A","2003","Annual Average",5.2,192,3519,3711
"23515","Dighton","Bristol","MA","N/A","2004","Annual Average",5.1,191,3533,3724
"23528","Dighton","Bristol","MA","N/A","2005","Annual Average",4.6,173,3617,3790
"23541","Dighton","Bristol","MA","N/A","2006","Annual Average",4.7,180,3690,3870
"23554","Dighton","Bristol","MA","N/A","2007","Annual Average",4.5,178,3739,3917
