"Municipal","F_year","Total Budget","Residential","Open Space","Commercial","Industrial","Personal Property","Total Levy"
"Wenham","2013",16017427.67,11803462,0,357990,18916,160548,12340916
"West Boylston","2003",16936611.04,7230980,0,822647,634248,241681,8929556
"West Boylston","2004",18489249.99,7746575,0,810053,606413,251939,9414980
"West Boylston","2005",18369047.58,8285088,0,763433,570841,213574,9832936
"West Boylston","2006",19718825.52,8886594,0,744690,524358,189491,10345133
"West Boylston","2007",21262235.36,9464500,0,795938,572268,206738,11039444
"West Boylston","2008",21965312.73,9874277,0,878081,685803,236004,11674165
"West Boylston","2009",23331046.09,10129574,0,1012671,738891,844061,12725197
"West Boylston","2010",23115380.39,10341623,0,1030153,777196,868591,13017563
"West Boylston","2011",23829028.49,10603324,0,1090511,790638,917981,13402454
"West Boylston","2012",25875249.36,10951165,0,1120471,798391,913666,13783693
"West Boylston","2013",25188975.87,11155032,0,1174390,821272,916053,14066747
"West Bridgewater","2003",18085990.5,7071162,0,2152546,1843280,437212,11504200
"West Bridgewater","2004",18425807.39,7179982,0,2286212,1964972,499257,11930423
"West Bridgewater","2005",19131157.4,7760386,0,2221443,2139356,449394,12570579
"West Bridgewater","2006",20996815.7,8085671,0,2330754,2380812,514182,13311419
"West Bridgewater","2007",21644784.98,8624781,0,2513784,2293307,606817,14038689
"West Bridgewater","2008",23158923.64,9048591,0,2999275,2458177,583900,15089943
"West Bridgewater","2009",23710883.33,9253409,0,3225692,2588793,691830,15759724
"West Bridgewater","2010",24943660.19,9583604,0,3565969,2814988,776247,16740808
"West Bridgewater","2011",24869200.53,9937663,0,3677218,2874943,787244,17277068
"West Bridgewater","2012",26392505.57,10300255,0,3819148,2923106,770722,17813231
"West Bridgewater","2013",26734057.67,10670804,0,4062580,3054773,706154,18494311
"West Brookfield","2003",5091764.66,2819021,0,159154,66169,77253,3121597
"West Brookfield","2004",7017880.33,3059042,0,179195,71958,86140,3396335
"West Brookfield","2005",6264789.91,3378521,0,152554,71894,63384,3666353
"West Brookfield","2006",5913814.86,3609796,0,148337,69779,56425,3884337
"West Brookfield","2007",8528425.7,3810232,0,154736,71777,47666,4084411
"West Brookfield","2008",6873875.63,3788718,0,148578,63651,49130,4050077
"West Brookfield","2009",6957476.86,3904515,0,151847,65119,59596,4181077
"West Brookfield","2010",9259550.88,3982867,0,154875,72785,69961,4280488
"West Brookfield","2011",7578399.32,3717364,0,143306,68424,73806,4002900
"West Brookfield","2012",7390914.41,3960210,0,192485,72740,81434,4306869
"West Brookfield","2013",8993665.74,4091707,0,199040,76461,91756,4458964
"West Newbury","2003",9180288.83,6386233,1371,100647,21032,84230,6593513
"West Newbury","2004",9934853.13,6961139,0,55574,19415,65620,7101748
"West Newbury","2005",10349544.36,7635837,0,58500,20854,66384,7781575
"West Newbury","2006",11824897.71,7896710,0,59234,21210,65129,8042283
"West Newbury","2007",12194697.01,8672539,0,66183,22906,80004,8841632
"West Newbury","2008",13820004.78,9042713,0,67848,23740,85271,9219572
"West Newbury","2009",13553962.12,9347303,0,70898,24650,132124,9574975
"West Newbury","2010",13041494.22,9611467,0,81888,25399,151540,9870294
"West Newbury","2011",13282848.38,9961141,0,85158,25220,173905,10245424
"West Newbury","2012",14424229.71,10404506,0,92838,25067,186603,10709014
"West Newbury","2013",15259965.18,11124432,0,96872,25005,284294,11530603
"West Springfield","2003",67059261.34,19748854,0,10721318,3084557,1901569,35456298
"West Springfield","2004",71029966.3,20507085,0,11587474,4291167,2131929,38517655
"West Springfield","2005",72933078.56,22652704,0,12461807,4366087,1980181,41460779
"West Springfield","2006",76284304.45,24375507,0,13833171,4646876,2131246,44986800
"West Springfield","2007",81680258.39,26010975,0,15019496,4761161,2231735,48023367
"West Springfield","2008",86471869.81,27701764,0,15327957,4654641,2399467,50083829
"West Springfield","2009",89251753.56,28499798,0,16400731,4830507,2829349,52560385
"West Springfield","2010",90580324.12,29459234,0,17404108,5055537,2978595,54897474
"West Springfield","2011",94514809.81,30170920,0,18003108,5426429,3111522,56711979
"West Springfield","2012",96793375.29,30632372,0,18805737,5064398,3879313,58381820
"West Springfield","2013",100059411.73,29211617,0,17165091,4667444,4008558,55052710
"West Stockbridge","2003",3492780.24,2495902,0,152688,21398,82561,2752549
"West Stockbridge","2004",3784152.11,2852488,0,170491,17566,95486,3136031
"West Stockbridge","2005",4312284.38,3161954,0,183090,26440,105094,3476578
"West Stockbridge","2006",4205309.5,3315381,0,132310,21389,84017,3553097
"West Stockbridge","2007",4426440.5,3336775,0,128316,18681,80746,3564518
"West Stockbridge","2008",5016350.42,3478700,0,129192,18893,92468,3719253
"West Stockbridge","2009",5243257.03,3589831,0,134077,18741,107163,3849812
"West Stockbridge","2010",4921510.76,3679636,0,137129,19044,105317,3941126
"West Stockbridge","2011",4956963.51,3792453,0,144659,20562,118686,4076360
"West Stockbridge","2012",4876570.57,3854428,0,146287,24426,83446,4108587
"West Stockbridge","2013",4970446.4,3947919,0,151267,25129,110563,4234878
"West Tisbury","2003",10070369.51,7833129,0,203670,12845,103010,8152654
"West Tisbury","2004",10560552.73,8547448,0,222659,14344,125174,8909625
"West Tisbury","2005",12022042.41,9609343,0,238122,14732,97257,9959454
"West Tisbury","2006",13343141.8,10276711,0,256716,16441,106800,10656668
"West Tisbury","2007",14258906.5,10457397,0,262652,18816,101780,10840645
"West Tisbury","2008",15014619.98,10753521,0,245515,17770,111176,11127982
"West Tisbury","2009",16204676.16,10783143,0,251998,17715,126785,11179641
"West Tisbury","2010",15535217.14,10896298,0,291577,18422,133492,11339789
"West Tisbury","2011",15902378.35,11039381,0,302896,16992,149570,11508839
"West Tisbury","2012",16177225.34,11353443,0,326749,21666,163636,11865494
"West Tisbury","2013",16446335.31,11973915,0,349248,23892,174470,12521525
"Westborough","2003",62214644.24,23338840,0,6755835,6211066,2204002,38509743
"Westborough","2004",65795236.68,25865877,0,6786309,6149463,3508592,42310241
"Westborough","2005",69076568.46,28377680,0,7002849,6361259,4852111,46593899
"Westborough","2006",75116115.2,30116450,0,7023430,6367657,5081870,48589407
"Westborough","2007",78370206.47,30233439,0,7417501,6779269,6377175,50807384
"Westborough","2008",82695793.07,32708305,0,8470847,7483817,4874574,53537543
"Westborough","2009",87648166.19,33504324,0,9450016,8057589,4802608,55814537
"Westborough","2010",88259020.71,34906587,0,9871957,8154409,4670726,57603679
"Westborough","2011",88260613.84,36460409,0,9991613,8117058,4418607,58987687
"Westborough","2012",93689488.65,38181817,0,10397725,6874762,5551554,61005858
"Westborough","2013",96308277.81,38785310,0,10620165,6504891,6464742,62375108
"Westfield","2003",98992111.65,27062805,0,8837089,2404958,1321188,39626040
"Westfield","2004",102102716.6,29420822,0,8236744,2364457,1207861,41229884
"Westfield","2005",105475589.94,30562961,0,9037072,2529500,1277433,43406966
"Westfield","2006",114247972.58,32337369,0,8925849,2816316,1490111,45569645
"Westfield","2007",119255478.79,34828578,0,8695608,2863737,1377713,47765636
"Westfield","2008",122368600.08,36547913,0,8920795,2932746,1658362,50059816
"Westfield","2009",127266483.45,37921588,0,9358325,3012229,2085672,52377814
"Westfield","2010",126350830.75,39554892,0,9557864,3350862,1891504,54355122
"Westfield","2011",127481098.73,40498111,0,9968486,3797264,2072914,56336775
"Westfield","2012",133624847.8,42536410,0,10256278,4174961,2131544,59099193
"Westfield","2013",137828214.97,44552807,0,10123709,4109842,2014739,60801097
"Westford","2003",73360114.99,35699412,0,3060396,3320593,641887,42722288
"Westford","2004",77782912.22,38374550,0,2697241,3206463,640624,44918878
"Westford","2005",79700392.18,40825441,0,2708063,3120565,826211,47480280
"Westford","2006",80842756.39,42760940,0,2692259,2803790,760352,49017341
"Westford","2007",84756537.76,44341929,0,2885385,3044637,745294,51017245
"Westford","2008",89966979.81,45287906,0,3034462,3206151,828880,52357399
"Westford","2009",94514916.6,46797054,0,3145019,3363985,976747,54282805
"Westford","2010",94036469.11,47940063,0,3297328,3618276,1072015,55927682
"Westford","2011",95079861.48,49369256,0,3163177,3372064,1343257,57247754
"Westford","2012",97191298.35,51103910,0,3719824,3295001,1356017,59474752
"Westford","2013",100474580.24,52962417,0,3876953,3562018,1527896,61929284
"Westhampton","2003",3258471.88,1977602,0,51390,8941,49461,2087394
"Westhampton","2004",3563609.34,2285056,0,47272,8671,61943,2402942
"Westhampton","2005",3731283.91,2488139,0,51208,16083,46434,2601864
"Westhampton","2006",3574736.34,2641013,0,48431,13754,34444,2737642
"Westhampton","2007",3914908.56,2842762,0,62013,15766,35158,2955699
"Westhampton","2008",4068180,2935002,0,64630,16569,36586,3052787
"Westhampton","2009",4462310.23,3135681,0,68314,17720,59529,3281244
"Westhampton","2010",4392191.76,3213711,0,82134,17227,72416,3385488
"Westhampton","2011",4590421.46,3351719,0,79608,20559,81806,3533692
"Westhampton","2012",4626350.06,3459688,0,85712,21241,87080,3653721
"Westhampton","2013",4709839.74,3482256,0,95163,21805,87055,3686279
"Westminster","2003",14538893.85,7122933,0,518524,875288,408297,8925042
"Westminster","2004",13975734.82,7184209,0,556104,631040,792510,9163863
"Westminster","2005",16745820.58,8431035,0,619233,692975,629900,10373143
"Westminster","2006",19010608.56,9230960,0,634829,706001,418894,10990684
"Westminster","2007",20126113.96,9978353,0,754499,740652,334260,11807764
"Westminster","2008",19168426.61,10336301,0,683043,495046,380614,11895004
"Westminster","2009",23850871.91,11323081,0,814108,569479,626127,13332795
"Westminster","2010",20556475.61,10912760,0,876316,920835,622714,13332625
"Westminster","2011",20573569.31,11092251,0,899413,955856,792683,13740203
"Westminster","2012",21895255.85,11665695,0,994678,919780,861944,14442097
"Westminster","2013",22973705.02,12330882,0,1028839,960028,755906,15075655
"Weston","2003",55336499.93,38310575,0,967560,72591,222658,39573384
"Weston","2004",56545502.96,40133706,0,1165792,70921,250917,41621336
"Weston","2005",59968025.08,42257742,0,1181504,70470,248676,43758392
"Weston","2006",65747133,46688765,0,1276358,74131,273369,48312623
"Weston","2007",73450871.88,49740886,0,1340931,76517,283999,51442333
"Weston","2008",75747669.21,52495470,0,1524856,89978,330249,54440553
"Weston","2009",78528438.91,54969338,0,1558252,93612,377132,56998334
"Weston","2010",79036641.84,55898554,0,1696375,94291,386109,58075329
"Weston","2011",78982780.87,57166165,0,2210435,103418,440549,59920567
"Weston","2012",86677291.85,60203256,0,2457523,113008,482468,63256255
"Weston","2013",87397426.48,61269127,0,2494575,115714,543919,64423335
"Westport","2003",23830229.28,13180582,0,1093029,47344,218874,14539829
"Westport","2004",24566376.18,13776200,0,1110896,51072,233792,15171960
"Westport","2005",26400278.46,14490303,0,1145170,41910,193253,15870636
"Westport","2006",27824708.28,15128153,0,1249598,44860,176680,16599291
"Westport","2007",29593044.5,15833434,0,1271036,44733,177695,17326898
"Westport","2008",30712081.86,16641644,0,1363248,46864,211269,18263025
"Westport","2009",31622143.89,16995707,0,1378139,47845,274536,18696227
"Westport","2010",31583890.61,17701300,0,1458960,54044,320899,19535203
"Westport","2011",32241658.87,18178805,0,1572155,57462,348601,20157023
"Westport","2012",33032644.3,19509771,0,1142817,59635,348028,21060251
"Westport","2013",35244237.96,20125436,0,1216476,60181,360492,21762585
"Westwood","2003",51230423.64,28300946,0,4515918,3884654,587111,37288629
"Westwood","2004",55940807.69,32210219,0,5161207,4439673,1301284,43112383
"Westwood","2005",57510797.26,33242873,0,5398750,3676183,774541,43092347
"Westwood","2006",58447383.94,32513554,0,5097518,3631785,954163,42197020
"Westwood","2007",60518315.35,33772830,0,5384499,3780735,1029383,43967447
"Westwood","2008",67029108.67,37283573,0,5911978,4198510,1125876,48519937
"Westwood","2009",85387149.14,38405199,0,7247510,3657622,1062758,50373089
"Westwood","2010",68417652.98,40368223,0,7517796,2786031,1160196,51832246
"Westwood","2011",69671948.13,41684578,0,7714413,2839717,1332519,53571227
"Westwood","2012",72296696.11,43721559,0,7937195,3094749,1306871,56060374
"Westwood","2013",73286036.05,45048912,0,8327119,3001778,1294122,57671931
"Weymouth","2003",122515073.58,44369317,0,6749028,4551781,1721147,57391273
"Weymouth","2004",123729380.21,46303167,0,7425621,4727431,1888031,60344250
"Weymouth","2005",127117410.45,48230999,0,8040702,4746086,1784631,62802418
"Weymouth","2006",137673853.01,50233187,0,8139357,4941645,1818756,65132945
"Weymouth","2007",139973461.46,52174089,0,8373180,5151000,1828365,67526634
"Weymouth","2008",143009207.87,54360381,0,9099229,4959347,1862791,70281748
"Weymouth","2009",149859870.56,55575743,0,9902855,5484559,2074606,73037763
"Weymouth","2010",147257792.6,57313144,0,10246963,5542151,2286467,75388725
"Weymouth","2011",144601307.65,59053797,0,10490819,5841896,2568660,77955172
"Weymouth","2012",153301758.1,61234875,0,10680395,6048958,2635622,80599850
"Weymouth","2013",159588563.06,62990930,0,11641721,5780141,2910942,83323734
"Whately","2003",3676117.05,1899699,0,243222,232396,77010,2452327
"Whately","2004",3720743.15,2002969,0,234230,241854,91403,2570456
"Whately","2005",4084725.2,2214003,0,226731,222686,77191,2740611
"Whately","2006",4218052.15,2343761,0,227058,211778,70893,2853490
"Whately","2007",4227127.91,2484615,0,241147,232183,71377,3029322
"Whately","2008",4562128,2589512,0,268641,269278,69514,3196945
"Whately","2009",4871945.89,2636873,0,273398,272027,85464,3267762
"Whately","2010",4707978.53,2651817,0,293268,272473,92151,3309709
"Whately","2011",4817445.22,2686792,27619,293789,286540,97038,3391778
"Whately","2012",5298582.6,2765429,29706,306254,293578,359903,3754870
"Whately","2013",5399510.87,2780042,28556,312732,295723,362129,3779182
"Whitman","2003",25831492.86,13463112,0,1006570,269289,299440,15038411
"Whitman","2004",26870891.68,14117569,0,1141185,294736,300183,15853673
"Whitman","2005",25832973.12,13689262,0,936291,233480,198257,15057290
"Whitman","2006",28607012.48,14845053,0,914268,218884,189833,16168038
"Whitman","2007",28771906.1,14713703,0,869712,207276,195190,15985881
"Whitman","2008",29548209.58,15306094,0,957671,251954,204134,16719853
"Whitman","2009",30036925.88,15072358,0,983736,260896,241373,16558363
"Whitman","2010",29798954.33,15686371,0,1078484,284281,353305,17402441
"Whitman","2011",29924753.25,16325617,0,1100486,275740,410786,18112629
"Whitman","2012",31056113.85,17273035,0,1176921,285865,454396,19190217
"Whitman","2013",32139011.05,18094554,0,1268104,309552,476388,20148598
"Wilbraham","2003",26109519.81,16902713,0,1345008,353577,408906,19010204
"Wilbraham","2004",28342342.61,19085933,0,1271891,360244,386974,21105042
"Wilbraham","2005",29550869.5,20113877,0,1404614,438487,401764,22358742
"Wilbraham","2006",32708985.46,21206547,0,1409467,416325,395665,23428004
"Wilbraham","2007",33222768.27,22276951,0,1470774,396445,345161,24489331
"Wilbraham","2008",33935872.75,23166320,0,1565083,401749,384776,25517928
"Wilbraham","2009",35240315.07,23887337,0,1748865,425975,478816,26540993
"Wilbraham","2010",35285465.46,24523735,0,1927267,449481,518302,27418785
"Wilbraham","2011",36742279.61,25320453,0,1972539,462756,558960,28314708
"Wilbraham","2012",38673593.17,26870942,0,2138922,506719,607698,30124281
"Wilbraham","2013",39880814.77,27807945,0,2329648,552279,668304,31358176
"Williamsburg","2003",4687039.09,2587398,0,228096,17982,54308,2887784
"Williamsburg","2004",5317022.29,3108511,0,239989,22628,51329,3422457
"Williamsburg","2005",5383641.92,3273504,0,251322,23587,56021,3604434
"Williamsburg","2006",5713320.44,3346338,0,244360,23897,42212,3656807
"Williamsburg","2007",6223534.29,3673842,0,250206,25403,39512,3988963
"Williamsburg","2008",6166772.06,3847282,0,261958,26422,46128,4181790
"Williamsburg","2009",6187729.31,3983565,0,267838,27106,74388,4352897
"Williamsburg","2010",6488086.31,4129486,0,268673,27370,80926,4506455
"Williamsburg","2011",6712564.62,4289778,0,276556,26107,92809,4685250
"Williamsburg","2012",6778370.11,4364908,0,281596,31197,102684,4780385
"Williamsburg","2013",7067058.69,4610384,0,289388,32244,106046,5038062
"Williamstown","2003",16512235.22,7974903,0,1014158,161911,176215,9327187
"Williamstown","2004",17092896.57,8732327,0,1098749,174021,220342,10225439
"Williamstown","2005",17463174.1,9131687,0,1060241,167019,212448,10571395
"Williamstown","2006",18621305.42,9695608,0,1130179,161531,177046,11164364
"Williamstown","2007",19473464.3,10313793,0,1098383,152914,177200,11742290
"Williamstown","2008",20386984.33,10758285,0,1129478,156910,189792,12234465
"Williamstown","2009",21297033.64,11057521,0,1285339,149272,229614,12721746
"Williamstown","2010",21443810.93,11619714,0,1175098,153363,233016,13181191
"Williamstown","2011",20811597.45,12039870,0,1233985,158350,243742,13675947
"Williamstown","2012",21475357.87,12832472,0,1172537,151488,249220,14405717
"Williamstown","2013",21706925.61,12687087,0,1205483,154189,254988,14301747
"Wilmington","2003",58592127,21177638,0,3736829,13983565,1851899,40749931
"Wilmington","2004",62069362.98,22085229,0,2946855,15588706,1594337,42215127
"Wilmington","2005",63086708.82,24266995,0,2906968,15079741,1344341,43598045
"Wilmington","2006",64638418.87,26274512,0,2998432,14800202,1469489,45542635
