"","Municipal","County","State","Region","Geography","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Lowest Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Second Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Third Quintile (inflation-adjusted dollars)","Estimate; Quintile Upper Limits- Fourth Quintile (inflation-adjusted dollars)","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars)","Estimate; Quintile Means: - Lowest Quintile","Estimate; Quintile Means: - Second Quintile","Estimate; Quintile Means: - Third Quintile","Estimate; Quintile Means: - Fourth Quintile","Estimate; Quintile Means: - Highest Quintile","Estimate; Lower Limit of Top 5 Percent (inflation-adjusted dollars).1"
"991","Norfolk","Norfolk County","MA","Norfolk","Norfolk town, Norfolk County, Massachusetts",2011,90360,43057,71339,110821,137844,231069,33453,81414,120871,172792,340531,530318
"992","Norwood","Norfolk County","MA","Norwood","Norwood town, Norfolk County, Massachusetts",2011,104713,41480,88715,127784,193072,250000,20127,46525,74983,109738,185187,272382
"993","Plainville","Norfolk County","MA","Plainville","Plainville town, Norfolk County, Massachusetts",2011,83733,33354,65475,103756,157687,250000,16311,46785,81341,118006,195647,297533
"994","Quincy","Norfolk County","MA","Quincy","Quincy city, Norfolk County, Massachusetts",2011,121080,52385,100082,157990,241829,250000,12937,36362,61242,92341,167203,247327
"995","Randolph","Norfolk County","MA","Randolph","Randolph town, Norfolk County, Massachusetts",2011,118809,56935,99056,146231,217500,250000,13697,35747,65025,99224,169000,235330
"996","Sharon","Norfolk County","MA","Sharon","Sharon town, Norfolk County, Massachusetts",2011,73838,32145,60148,91754,132273,196076,24495,72514,122211,175012,355813,601709
"997","Stoughton","Norfolk County","MA","Stoughton","Stoughton town, Norfolk County, Massachusetts",2011,81371,31470,62805,103898,138010,222571,14260,38530,68865,108574,179156,249245
"998","Walpole","Norfolk County","MA","Walpole","Walpole town, Norfolk County, Massachusetts",2011,60947,23553,48675,75753,112517,182577,22703,57191,90605,135955,294759,550153
"999","Wellesley","Norfolk County","MA","Wellesley","Wellesley town, Norfolk County, Massachusetts",2011,64465,23801,50412,81575,117921,195038,26024,83746,146276,234294,554511,975793
"1000","Westwood","Norfolk County","MA","Westwood","Westwood town, Norfolk County, Massachusetts",2011,121265,50601,95136,146509,212945,250000,21984,68831,122134,186830,426680,780151
"1001","Weymouth","Norfolk County","MA","Weymouth","Weymouth Town city, Norfolk County, Massachusetts",2011,68191,24343,52002,87151,131075,191969,16178,41174,68472,104466,191480,310979
"1002","Wrentham","Norfolk County","MA","Wrentham","Wrentham town, Norfolk County, Massachusetts",2011,90763,41995,72746,110345,166678,250000,25932,62495,98421,145473,302376,538208
"1003","Abington","Plymouth County","MA","Abington","Abington town, Plymouth County, Massachusetts",2011,145208,54087,113403,183278,250000,250000,18311,50579,78773,110649,176269,253224
"1004","Bridgewater","Plymouth County","MA","Bridgewater","Bridgewater town, Plymouth County, Massachusetts",2011,120078,42519,97743,151145,237260,250000,22209,58885,89188,118947,188346,273267
"1005","Brockton","Plymouth County","MA","Brockton","Brockton city, Plymouth County, Massachusetts",2011,68594,28964,53837,83486,124743,192946,11041,29334,50247,76708,136084,204115
"1006","Carver","Plymouth County","MA","Carver","Carver town, Plymouth County, Massachusetts",2011,100938,48181,76614,118688,170990,250000,19702,43682,70072,99046,154574,201307
"1007","Duxbury","Plymouth County","MA","Duxbury","Duxbury town, Plymouth County, Massachusetts",2011,81677,36084,63724,93100,125564,194011,28134,72756,122027,178706,378879,664469
"1008","East Bridgewater","Plymouth County","MA","East Bridgewater","East Bridgewater town, Plymouth County, Massachusetts",2011,88697,42201,76859,102827,136235,199546,22393,50884,79768,111264,189990,290547
"1009","Halifax","Plymouth County","MA","Halifax","Halifax town, Plymouth County, Massachusetts",2011,49848,19860,39125,62554,91195,149036,16659,48574,81602,104170,211601,381110
"1010","Hanover","Plymouth County","MA","Hanover","Hanover town, Plymouth County, Massachusetts",2011,70608,32826,54659,86253,114045,179388,23997,68668,100306,141130,237620,354204
"1011","Hanson","Plymouth County","MA","Hanson","Hanson town, Plymouth County, Massachusetts",2011,122396,52203,97000,142904,223200,250000,24890,63817,89270,116277,186056,257207
"1012","Hingham","Plymouth County","MA","Hingham","Hingham town, Plymouth County, Massachusetts",2011,79676,38353,64802,97898,128787,200083,24752,59886,100442,166817,405987,731420
"1013","Hull","Plymouth County","MA","Hull","Hull town, Plymouth County, Massachusetts",2011,83522,33809,66483,92210,116178,200705,18218,43393,72500,111406,228317,423343
"1014","Kingston","Plymouth County","MA","Kingston","Kingston town, Plymouth County, Massachusetts",2011,100982,49860,83168,120508,158967,250000,19255,46610,76626,124585,233630,365488
"1015","Lakeville","Plymouth County","MA","Lakeville","Lakeville town, Plymouth County, Massachusetts",2011,89000,46283,80607,100644,135241,203096,24222,60384,93939,127859,202395,274900
"1016","Marion","Plymouth County","MA","Marion","Marion town, Plymouth County, Massachusetts",2011,99318,42782,76213,132607,220382,250000,24207,64190,89979,119903,254554,441585
"1017","Marshfield","Plymouth County","MA","Marshfield","Marshfield town, Plymouth County, Massachusetts",2011,72036,33149,58505,88030,132160,214489,23686,57341,93375,141908,246920,359648
"1018","Mattapoisett","Plymouth County","MA","Mattapoisett","Mattapoisett town, Plymouth County, Massachusetts",2011,77288,32582,59949,94000,156242,250000,19897,49391,80215,120419,213181,325814
"1019","Middleborough","Plymouth County","MA","Middleborough","Middleborough town, Plymouth County, Massachusetts",2011,93260,44341,77875,109087,151885,212181,21676,50688,74777,105424,171325,252150
"1020",NA,"Plymouth County","MA","Plymouth County","Plymouth County, Massachusetts",2011,87793,48273,77161,105173,137268,250000,17480,45549,74539,109831,214911,358192
"1021","Norwell","Plymouth County","MA","Norwell","Norwell town, Plymouth County, Massachusetts",2011,93743,43040,73857,113050,172962,250000,26796,62649,106890,160438,355707,576608
"1022","Pembroke","Plymouth County","MA","Pembroke","Pembroke town, Plymouth County, Massachusetts",2011,82065,34092,64172,98167,145600,216537,22564,59050,84057,115979,208450,318603
"1023","Plymouth","Plymouth County","MA","Plymouth","Plymouth town, Plymouth County, Massachusetts",2011,73490,39197,61543,88798,124011,175694,18357,46607,76385,110802,193523,288955
"1024","Plympton","Plymouth County","MA","Plympton","Plympton town, Plymouth County, Massachusetts",2011,74698,31782,59451,89937,133360,227435,22525,57604,94831,123710,224723,386021
"1025","Rochester","Plymouth County","MA","Rochester","Rochester town, Plymouth County, Massachusetts",2011,109167,43297,86388,124784,210438,250000,28014,66660,96312,126413,206312,315200
"1026","Rockland","Plymouth County","MA","Rockland","Rockland town, Plymouth County, Massachusetts",2011,82064,41342,71923,100189,136372,226969,18707,40625,63566,91811,162185,255569
"1027","Scituate","Plymouth County","MA","Scituate","Scituate town, Plymouth County, Massachusetts",2011,76631,32277,60987,91752,132044,212485,23800,54534,89879,131729,305443,549074
"1028","Wareham","Plymouth County","MA","Wareham","Wareham town, Plymouth County, Massachusetts",2011,93882,43711,79625,105174,144053,227016,11354,31508,52589,82519,146237,209446
"1029","West Bridgewater","Plymouth County","MA","West Bridgewater","West Bridgewater town, Plymouth County, Massachusetts",2011,98728,48417,81947,108563,147513,221804,20133,52793,80085,108266,203211,275594
"1030","Whitman","Plymouth County","MA","Whitman","Whitman town, Plymouth County, Massachusetts",2011,63896,30969,52440,74262,109652,170597,18871,50370,74998,106162,174123,249057
"1031","Boston","Suffolk County","MA","Boston","Boston city, Suffolk County, Massachusetts",2011,89485,40162,68222,110856,161722,250000,7536,26031,52185,88787,216089,400046
"1032","Chelsea","Suffolk County","MA","Chelsea","Chelsea city, Suffolk County, Massachusetts",2011,52556,20685,41674,66067,103218,154257,8481,24113,43998,70036,131073,207779
"1033",NA,"Suffolk County","MA","Suffolk County","Suffolk County, Massachusetts",2011,80729,38413,63394,95408,128143,236676,7810,26470,52061,87199,207833,382625
"1034","Revere","Suffolk County","MA","Revere","Revere city, Suffolk County, Massachusetts",2011,74610,36962,62086,89040,131156,178541,9899,28788,51184,79696,143366,212626
"1035","Winthrop","Suffolk County","MA","Winthrop","Winthrop Town city, Suffolk County, Massachusetts",2011,51739,15020,38463,67404,114532,225768,14010,41067,63790,98242,203073,358356
"1036","Ashburnham","Worcester County","MA","Ashburnham","Ashburnham town, Worcester County, Massachusetts",2011,43155,14883,32413,56898,83409,143742,17247,51918,82944,114616,180903,264883
"1037","Athol","Worcester County","MA","Athol","Athol town, Worcester County, Massachusetts",2011,51638,15487,38731,66852,111797,215680,13220,32270,51343,75007,131738,199718
"1038","Auburn","Worcester County","MA","Auburn","Auburn town, Worcester County, Massachusetts",2011,50592,18381,40395,63041,97813,152755,18597,42655,73176,100226,182326,300946
"1039","Barre","Worcester County","MA","Barre","Barre town, Worcester County, Massachusetts",2011,61744,28643,52042,80458,125279,199795,20615,47543,74093,106714,176757,263368
"1040","Berlin","Worcester County","MA","Berlin","Berlin town, Worcester County, Massachusetts",2011,81842,34909,72556,100122,132461,174778,27681,63842,94699,138626,233041,328049
"1041","Blackstone","Worcester County","MA","Blackstone","Blackstone town, Worcester County, Massachusetts",2011,50866,21459,41152,61219,92485,135818,19588,45677,73862,103633,181936,283799
"1042","Bolton","Worcester County","MA","Bolton","Bolton town, Worcester County, Massachusetts",2011,73559,30038,57411,86604,118791,187417,23542,80036,137746,189957,359653,624406
"1043","Boylston","Worcester County","MA","Boylston","Boylston town, Worcester County, Massachusetts",2011,73687,30313,61100,91429,126250,196678,32553,63633,93671,136987,338940,619424
"1044","Brookfield","Worcester County","MA","Brookfield","Brookfield town, Worcester County, Massachusetts",2011,94712,44308,80614,108386,167750,250000,18478,44442,64183,88761,143514,200869
"1045","Charlton","Worcester County","MA","Charlton","Charlton town, Worcester County, Massachusetts",2011,73586,31213,61661,87556,118946,188378,23952,60807,91641,119238,189318,275651
"1046","Clinton","Worcester County","MA","Clinton","Clinton town, Worcester County, Massachusetts",2011,137120,50614,111300,161947,219132,250000,13814,36415,62063,93866,153868,216517
"1047","Douglas","Worcester County","MA","Douglas","Douglas town, Worcester County, Massachusetts",2011,91734,48778,79235,112329,173857,250000,20953,56245,83106,115500,190478,287995
"1048","Dudley","Worcester County","MA","Dudley","Dudley town, Worcester County, Massachusetts",2011,62390,30872,56131,77553,99567,173805,19003,47723,72120,97252,160664,230154
"1049","East Brookfield","Worcester County","MA","East Brookfield","East Brookfield town, Worcester County, Massachusetts",2011,91653,45402,77824,104766,139654,201512,18913,43996,65327,103279,176716,234260
"1050","Fitchburg","Worcester County","MA","Fitchburg","Fitchburg city, Worcester County, Massachusetts",2011,61796,25572,49090,74747,114367,155600,9708,27119,48944,75920,156393,279683
"1051","Gardner","Worcester County","MA","Gardner","Gardner city, Worcester County, Massachusetts",2011,81000,36975,73317,98719,136123,190750,11178,28237,48719,72703,148380,259150
"1052","Grafton","Worcester County","MA","Grafton","Grafton town, Worcester County, Massachusetts",2011,72500,35755,60877,85031,113500,180909,22641,53029,90077,131206,236936,377179
"1053","Hardwick","Worcester County","MA","Hardwick","Hardwick town, Worcester County, Massachusetts",2011,62350,35974,52952,83420,131083,223396,11738,34542,59619,102942,190859,287277
"1054","Harvard","Worcester County","MA","Harvard","Harvard town, Worcester County, Massachusetts",2011,48064,18584,37515,62582,92260,147093,35195,101089,143545,206372,391083,654265
"1055","Holden","Worcester County","MA","Holden","Holden town, Worcester County, Massachusetts",2011,48108,18888,37070,61398,89761,144823,24830,61544,91494,127166,216143,320329
"1056","Hopedale","Worcester County","MA","Hopedale","Hopedale town, Worcester County, Massachusetts",2011,89950,38381,70942,108983,157430,247824,22066,64900,96836,128019,206708,264751
